id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
ZG-6416	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	32509121	32665194	9,9	CT027607,CT027607	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6416	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	33362093	33497387	9,9	CT027607,CT027607	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6419	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	34260516	34423370	12,12	CU928445,CU928445	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6419	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	35264176	35425889	12,12	CU928445,CU928445	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6422	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	39898151	40057272	9,9	CR792420,CR792420	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6422	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	42565465	42695033	9,9	CR792420,CR792420	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6510	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	46498696	46553742	13,4	CU856207,FO082782	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6510	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6589	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	203905	46647494	5,1	CU628003,FO704803	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6589	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6589	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6591	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	46217997	46333852	1,8	FO704771,CU896667	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6591	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6644	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	46597650	46643939	2,5	FO704878,CU856154	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6644	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6984	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	49382	84992	17,17	CU633999,CU633999	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6984	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	37859	73469	17,17	CU633999,CU633999	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6985	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	84993	164819	6,6	CU634003,CU611039	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6985	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	16179	174272	6,6	CU634003,CU611039	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6986	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	45196013	45700600	7,4	CU019666,FP340497	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6986	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	46302406	46807421	7,4	CU019666,FP340497	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6987	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	45795842	46333852	14,1	CT737154,FO704771	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6987	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6989	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	48134447	48379361	9,6	FP102191,CU929079	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6989	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	49431742	49817488	9,6	FP102191,CU929079	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6990	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	48379362	48479801	15,9	FP017234,CU694252	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6990	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	49758516	49866417	15,9	FP017234,CU694252	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6991	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	48746307	48766007	4,4	CU638737,CU638737	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6991	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	49903045	49922745	4,4	CU638737,CU638737	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6992	19	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	48446474	48636348	9,7	CU694252,CU693379	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6992	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	49832547	50102108	9,7	CU694252,CU693379	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-7103	19	MAPPED	KN150627.1	NW_008805565.1	UNLOC_SCAFFOLD	18430	26060	1,1	CABZ01093012,CABZ01093012	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-7103	19	MAPPED	CU651622.3	NC_007130.5	CHROMOSOME	44691805	44699435	1,1	CABZ01093012,CABZ01093012	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2701	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	406346	493698	9,12	FP236172,CU855897	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2701	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	276216	363574	9,12	FP236172,CU855897	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2752	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6279022	6399243	8,11	CU929161,CU928069	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2752	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	5840397	5960724	8,11	CU929161,CU928069	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2759	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	40020948	40144408	4,11	CU550714,CR387992	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2759	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	41120515	41228167	4,11	CU550714,CR387992	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2875	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	153915	245913	5,21	FP085413,CU929326	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2875	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	49917	115783	5,21	FP085413,CU929326	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2886	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	493699	638177	7,2	CU571081,FP067437	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2886	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	363575	508053	7,2	CU571081,FP067437	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2887	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	42125	638177	2,7	FP067437,FP475876	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2887	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	491644	573855	2,7	FP067437,FP475876	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2888	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	1	952180	10,7	CU651657,FP102913	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2888	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	573856	963836	10,7	CU651657,FP102913	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2889	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	859421	1285827	7,4	FP102913,CU856377	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2889	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	871077	1132955	7,4	FP102913,CU856377	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2911	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	1285828	1354935	11,3	CU459149,CU855797	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2911	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	1132956	1202492	11,3	CU459149,CU855797	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2913	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	1390239	1532783	11,5	CU896661,CU915263	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2913	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	1237796	1437363	11,5	CU896661,CU915263	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2924	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	2680431	3855809	5,9	FP236171,FP009765	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2924	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	2648624	3384804	5,9	FP236171,FP009765	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2937	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	3855810	4262026	8,5	CU929224,AL732577	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2937	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	3177283	3819108	8,5	CU929224,AL732577	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2944	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	4154519	4395392	5,5	AL732577,FQ790365	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2944	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2946	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	4444697	4674715	25,8	CU694659,FP102903	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2946	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	4058081	4261674	25,8	CU694659,FP102903	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3025	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	4844761	4990865	8,6	CU469569,CU856498	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3025	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	4455403	4573143	8,6	CU469569,CU856498	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3026	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	4949308	5044539	6,8	CU856498,CU856394	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3026	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	4531586	4606721	6,8	CU856498,CU856394	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3029	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	5010962	5096518	8,6	CU856394,CU856340	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3029	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	4573144	4670206	8,6	CU856394,CU856340	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3088	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	5152910	5325367	4,26	CU930039,FP236333	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3088	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3090	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	5188813	5373245	26,2	FP236333,CU915271	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3090	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3098	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	5373246	5679650	8,1	BX004814,FQ482081	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3098	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3103	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	5818691	6126835	18,11	AL929396,CU302223	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3103	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	5406896	5688210	18,11	AL929396,CU302223	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3113	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6311238	6625461	8,6	CU929161,CU972514	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3113	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	5872713	6214220	8,6	CU929161,CU972514	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3121	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6515272	6829742	6,7	CU972514,CU928072	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3121	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	6104031	6397092	6,7	CU972514,CU928072	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3123	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	8611765	8836925	8,15	AL954703,CU914772	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3123	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	8371960	8597120	8,15	AL954703,CU914772	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3240	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	54119476	54337943	12,12	AL929150,AL929150	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3240	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	55338537	55566016	12,12	AL929150,AL929150	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3318	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58350558	58384567	4,4	FP015850,FP015850	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3318	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	59871290	59907299	4,4	FP015850,FP015850	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3328	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58516352	58547014	4,4	FP312971,FP312971	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3328	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	60303494	60334156	4,4	FP312971,FP312971	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3730	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	11053862	11425624	25,15	BX908747,BX569778	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3730	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	10921785	11410182	25,15	BX908747,BX569778	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4021	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	3005622	3251151	1,1	CABZ01087026,CABZ01087050	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4021	1	MAPPED	FR651948.1	NW_001878518.3	UNLOC_SCAFFOLD	1	245711	1,1	CABZ01087026,CABZ01087050	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4083	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	12555170	15445759	1,5	CABZ01025934,CU929042	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4083	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	12126956	14878562	1,5	CABZ01025934,CU929042	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4084	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	31452549	31538169	9,9	CR762414,CR762414	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4084	1	MAPPED	FR651866.1	NW_003039175.2	UNLOC_SCAFFOLD	1	88922	9,9	CR762414,CR762414	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4107	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	13788727	13991674	11,11	CR847936,CR847936	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4107	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4109	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	36178895	36579644	9,13	BX511149,BX005385	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4109	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	36619422	37149106	9,13	BX511149,BX005385	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4157	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	28645900	28965101	10,16	CR774189,BX005426	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4157	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	28429030	28714272	10,16	CR774189,BX005426	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4285	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	21943563	22040259	4,5	FP102886,FP245458	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4285	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	21422325	21505092	4,5	FP102886,FP245458	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4287	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	56402847	56679012	27,5	BX908759,CU915571	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4287	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	57624271	57902436	27,5	BX908759,CU915571	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4495	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	10736543	10816258	6,5	CU929043,CU929311	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4495	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	10604205	10677870	6,5	CU929043,CU929311	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4534	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	15408493	15481876	5,8	CU929042,CU633160	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4534	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	14841296	14914679	5,8	CU929042,CU633160	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4550	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	20251357	20635976	29,15	BX323083,CR762427	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4550	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	19725598	20111559	29,15	BX323083,CR762427	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4552	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	24296514	24466675	8,6	BX005016,CU640489	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4552	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	23900301	24014904	8,6	BX005016,CU640489	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4572	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	34074492	34653290	12,5	CU915787,CR786582	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4572	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	34439741	34846216	12,5	CU915787,CR786582	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4577	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	34251374	34653290	5,14	CR786582,BX897691	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4577	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	34651878	35053794	5,14	CR786582,BX897691	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4579	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	34251374	34786596	14,5	BX897691,FP236452	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4579	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	34846317	35226738	14,5	BX897691,FP236452	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4582	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	37798379	38089224	13,12	CR376730,BX901893	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4589	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	56230375	56449114	14,5	CR626902,CU915571	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4589	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	57495271	57902436	14,5	CR626902,CU915571	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4591	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	56402847	56679012	5,27	CU915571,BX908759	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4591	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	57624271	57902436	5,27	CU915571,BX908759	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4628	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	56449115	57191327	27,16	BX908759,BX927114	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4628	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	57624271	58613379	27,16	BX908759,BX927114	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4629	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	57020573	57372707	16,13	BX927114,BX469930	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4629	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	58442625	58794759	16,13	BX927114,BX469930	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4633	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	57788967	58384567	20,4	CU550716,FP015850	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4633	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	59167372	59907299	20,4	CU550716,FP015850	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4634	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	57788967	58384567	20,4	CU550716,FP015850	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4634	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	59167372	59907299	20,4	CU550716,FP015850	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4645	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	10779760	11425624	5,25	CU929311,BX908747	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4645	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	10647674	11410182	5,25	CU929311,BX908747	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4648	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	53271643	54063372	8,18	AL929114,BX119918	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4648	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	54498140	55280433	8,18	AL929114,BX119918	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4822	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	25179476	25321491	5,9	CU469497,BX927100	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4822	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	24727705	24897793	5,9	CU469497,BX927100	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4824	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	25179476	25321491	5,9	CU469497,BX927100	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4824	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	24727705	24897793	5,9	CU469497,BX927100	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4825	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	51339859	51497921	16,5	CU466987,CU856511	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4825	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	52468175	52626972	16,5	CU466987,CU856511	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4826	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	51339859	51497921	16,5	CU466987,CU856511	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4826	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	52468175	52626972	16,5	CU466987,CU856511	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4833	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	56230375	56449114	14,5	CR626902,CU915571	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4833	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	57495271	57902436	14,5	CR626902,CU915571	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4847	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6808794	7362692	24,18	CT998565,CR855320	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4847	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	6397093	7028465	24,18	CT998565,CR855320	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4848	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6808794	7133413	24,12	CT998565,BX908756	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4848	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	6397093	6751954	24,12	CT998565,BX908756	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4855	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	7002238	7362692	12,18	BX908756,CR855320	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
